"TimeCreated","NameSpacename","Query","EventID"
"9/1/2018 2:41:01 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 1:40:57 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 12:40:53 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 11:40:49 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 10:40:46 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 10:16:32 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 9:40:42 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 9:35:23 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 8:34:09 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 7:40:34 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 6:40:30 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 5:40:26 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 5:21:50 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 4:53:13 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 4:40:22 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 3:40:18 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 2:40:14 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 1:40:10 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 12:40:06 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"8/31/2018 11:40:02 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
